Tweet,Sentiment,Confidence
"If Tim Zaman, engineering manager at  who leads the AI Infra &amp; AI Platform team says AI Day is going to be nuts, it definitely will be.

So excited!!!",POSITIVE,0.9993754029273987
"Tesla AI team is fucking incredible

$TSLA",POSITIVE,0.9908333420753479
"Little sneak peak for you all! Tomorrows detailed watchlist 
$AAPL $TSLA $RBLX
Lets shred! 

Spent the last 14 hours at the desk today. So ready for tomorrow.",NEGATIVE,0.9949577450752258
"Just look at that AI...

$TSLA",NEGATIVE,0.994301438331604
"Not 2 days after OG $TSLAQ PaulyQ said the Hertz deal was a fwaud, THIS!

$TSLAQ are nothing if not perfectly wrong about all things $TSLA.

Timing could not have been better.",NEGATIVE,0.9964338541030884
"Wow… someone put 75,182 miles on this car in 1 year…",POSITIVE,0.9844058156013489
"Good thing demand for Teslas is still accelerating and production is expanding. Screw $AAPL.

 is right about this one. 

Sell $AAPL buy $TSLA (not financial advice - I'm just a cat $TSLA hodler on Twitter).",POSITIVE,0.9863946437835693
"The percent of stocks in a Bear Market (-20%) has yet to eclipse the key 80% level.  

The final generals must still fall. 

$SPY $QQQ $AAPL $TSLA",NEGATIVE,0.9990660548210144
Wait until $TSLA does what $AAPL just did,NEGATIVE,0.9983028173446655
"Rumor is $TSLA will fill fleet orders end of Q. Know why?  Maybe the retail order book is gone, and they NEED to hit a delivery number? Anyone who can’t see this, is setting themselves up to be crushed when the tide goes out. This and FX will kill Q3 ASP and margin. $TSLA $TSLAQ",NEGATIVE,0.9997742772102356
"Watchlist for 9/27/22

 $SPY 
C &gt; 365
P &lt; 360
 $TSLA
C &gt; 290
P &lt; 283
 $AAPL
C &gt;153.8
P &lt; 149.9
 $QQQ
C &gt; 277
P &lt; 272

(C= Calls, P=Puts)

BE READY TO BANK TOMORROW!! LIVE TRADE IDEAS COMING",POSITIVE,0.9919126033782959
"Elon making burn jokes is bullish.

$TSLA",NEGATIVE,0.9988628625869751
Tesla needs to fix the negative camber issue with the Model S- a bunch of owners are having the same issue where the inside tires wear unevenly like this due to the lack of adjustability of camber for the suspension. Hopefully  adds adjustment on future Model S.,NEGATIVE,0.9967412352561951
. is looking out for Floridians.,POSITIVE,0.8801773190498352
The fact $AMZN $AAPL $TSLA haven’t made 52 week lows with the broader indexes should scare the shit out of bulls.,NEGATIVE,0.9910598397254944
Love that  gives these kind of tips and reminders!,POSITIVE,0.9998773336410522
Pretty cool that the  cameras see humans behind the vehicle and take note to be precautious.,POSITIVE,0.998582124710083
Tesla is making large fleet deliveries at the end of the quarter as it pushes for a new all-time delivery record - Electrek $TSLA,POSITIVE,0.9385390877723694
": Thursday Sept. 29th 730pm PST Our club is proud to be hosting  +  for a Fireside chat here in the East Bay ahead of  Ai Day to talk Tesla, Ai, the future and  LIVESTREAM via our Twitter &amp; Instagram accounts!",POSITIVE,0.9964589476585388
"Hertz says the demand for Teslas are very, very solid. $TSLA",POSITIVE,0.9997754693031311
"My buddy is a Corvette Owner, and skeptical of EVs.  Here, he test drives my  Model 3 for the first time!  His reaction is PRICELESS!  Watch his soul get SNATCHED the first time he floors it!


 
 

 $tsla",POSITIVE,0.9978166818618774
"THIS DAY IN $TSLAQ HISTORY:

I love it when $TSLA short sellers dream big! 

 3 years ago:",POSITIVE,0.999683141708374
"Don’t forget Tesla is gunning for a 2M run rate by end of Q4. 

If this milestone is achieved, the discussion of Tesla being a small player shall be officially put to rest. 

$TSLA",NEGATIVE,0.9987499713897705
Tesla is now outperforming the Nasdaq year to date. Q3/Q4 should be  $TSLA v $QQQ.,NEGATIVE,0.9915382862091064
THE STRENGTH IN $TSLA!,POSITIVE,0.9998124241828918
Markets look like they're going to close red again. Come back tomorrow for yet another red day. $TSLA,NEGATIVE,0.9441798329353333
"Now it seems  is trying to steamroll me suggesting their prior outreach was sufficient grounds for cancellation.

To be clear, I haven’t been offered any other X’s and they attempted to cancel on many patient customers back in July by putting their orders on “Hold”:",NEGATIVE,0.999202311038971
"$TSLA holding up surprisingly well in this macro environment. 

Bring on those Q3 numbers",POSITIVE,0.9991149306297302
"Back in the day, Tesla earning calls were about how much loss it has taken or minimized.

Now, Tesla earning calls are about how much profits &amp; cash flow were generated. 

Tesla is a completely different company now. 

$TSLA",POSITIVE,0.9672625660896301
10YR is basically at 4% and there is people out there that think $TSLA at a 100 PE makes sense,NEGATIVE,0.9924654960632324
"Tesla Ai Day in 2 days, 9 hours, 42 minutes  $TSLA",NEGATIVE,0.9686952233314514
"Cathie Wood about $tsla ""It's still our top position and our confidence couldn't be higher""",POSITIVE,0.5665147304534912
"IF Biden were to resign (he never would as I don't know he knows he's President), the markets would rise 30% within 30 days. Guaranteed. Russia would pull out of Ukraine, rates would plummet, business would grow, kids would be free of sniffing and the world would cheer. $TSLA",POSITIVE,0.7802219986915588
"I'm not sure what day it will happen but we're on the cusp of seeing a massive one day rally that will send the Dow up over 1,000 and NASDAQ up over 500 points; exacerbating a short covering. I see within the next couple of weeks this happening. $TSLA",NEGATIVE,0.8946071863174438
"It is now the same price to charge an electric car in the UK as a petrol powered engine. 

$TSLA is going to get destroyed.",NEGATIVE,0.999717652797699
BREAKING: Wall Street arbs still betting heavily  Chancery Court will rule in favor of  in  buyout drama--sources. Arbs unconvinced whistleblower claims on BOTs will move the needle in favor of Musk with the judge. More now  $TWTR $TSLA,NEGATIVE,0.6477201581001282
"Oh wait, not a fortune 500 company. Just a bunch of morons and losers who kill people for money.",NEGATIVE,0.9995012283325195
"Hey, I found something too — Green Hills Software. Please make the check payable to Whole Mars",NEGATIVE,0.9990923404693604
"“The Tesla Bot is the most important product that Tesla is developing this year.” - Elon Musk on 4th qtr earnings call. 

It’s happening this Friday. 

$TSLA",POSITIVE,0.9833852052688599
"Huge FED problem that the investors are favoring stocks like $TSLA and crypto like  more than the US  bonds .. 

When you combine $TLT (bond) losses with those of $SPX, this is one of the largest destruction of wealth in US history. 

Chicken have come home..",NEGATIVE,0.9990200996398926
"I will go with $TSLA 3Q delivs of 360K (WS 357K) after today’s strong China weekly insurance registrations data (23.1K vs 15.9K last week). 
- My 3Q EPS $1.12 vs WS $1.06
- My 3Q Auto GM ex-ZEV 28.9% vs WS 27.6%
- My FY’22 Vols 1,370K vs WS 1,351K
- My FY’22 EPS $4.40 vs WS $4.36",NEGATIVE,0.9889863729476929
"Dow about to break 29,000. Man, Biden erased almost 2 years of work that the prior administration did to boost the economy and everyone's 401K's. Now the only thing left is 201K's. $TSLA",NEGATIVE,0.9996412992477417
Congrats to our own  for making the Forbes 400 for the first time!  $tsla,POSITIVE,0.998803973197937
"$TSLA already -7 points in 1 hour‍--Why I was so confident? Because I don't care about events, news etc. All I care about is the structure and the bounce of this and other key stocks was corrective",NEGATIVE,0.9978868365287781
"If you sold that earlier fake rally, congrats. Smart move. $TSLA",NEGATIVE,0.9397270679473877
"Some of the cleanest short setups I’ve seen in a long time today. Just need 1 good day to make your week. 
$AAPL $TSLA $SPY",NEGATIVE,0.9844836592674255
"Delay in Elon Musk deposition until 10/6-10/7 consistent with my view that Elon had way too much on his plate this week (AI Day 2 Fri, end of qtr delivery push). Both Elon and Parag delaying their depos gives both sides more time to neg settlement before 10/17 trial. $tsla $twtr",NEGATIVE,0.9995989203453064
"Not sure why we need the Dow, NASDAQ and S&amp;P indexes anymore? All you need to do it put up the 2/10 year yields and you'll know how markets are trading. $TSLA",NEGATIVE,0.9825495481491089
"We offered $10k to anyone who could find a product from a F500 company less reliable than  .

We are shocked that someone found something that malfunctioned even more often - the Delta III 8930 rocket! Congratulations to  who took home the prize money.",NEGATIVE,0.9993170499801636
"Tesla Hikes Supercharger Rates In Europe Citing Rising Electricity Cost | 

I’m old enough to remember when the SC network was advertised as “free forever, powered by pure sunlight” (along with fake solar canopies on Tesla’s CGI renders). 

$TSLA $TSLAQ",NEGATIVE,0.9905970692634583
"And there goes the indexes again. ""Rally"" over for the day it appears. $TSLA",NEGATIVE,0.9988148212432861
"$SPX rejected at 3700 again today. The past 3 days SPX has struggled to breakout above this level.. Possible we see one more day of consolidation.. If SPX breaks 3645 it can drop to 3600 the same day

$TSLA setting up for 296 as long as 285 holds

$MSFT to 233 should come next",NEGATIVE,0.9994445443153381
$TSLA like other key stocks isn't showing signs of reversal so far--This looks like a corrective bounce (ABC) after a 1st impulse down--I expect more continuation to the downside,NEGATIVE,0.9985693693161011
BREAKING: Elon's deposition delayed to October 6-7 giving clues that there could be a settlement being worked out before trial on Oct 17th. $TSLA,NEGATIVE,0.985775351524353
$TSLA OUTPERFORMING ALL STOCKS,NEGATIVE,0.983509361743927
"Q4 export sales will be off to a strong start. Port filmed Sept. 27 by .

Noteworthy that Tesla entered Sept with inventory. By exporting earlier, they're basically choosing to have inventory in EU going into Q4 instead of having imventory in China going into Q4.

$TSLA",NEGATIVE,0.5811929106712341
What if $TSLA delivers 20 Semi trucks this Q?,NEGATIVE,0.9981746673583984
He we go. Record qtr for deliveries and profits coming for tesla and AI day! $tsla,NEGATIVE,0.9753199815750122
deposition rescheduled for Oct 6-7.  That delay plus strong China weekly registrations (23.1K vs 15.9K prior week) is likely reason for $TSLA relative strength today.,POSITIVE,0.958026111125946
"Unemotional long term investors shall be will be rewarded. 

Emotional short term investors will be sidelined. 

$TSLA",NEGATIVE,0.8090187907218933
Let’s go $TSLA. $290 safe today?,NEGATIVE,0.9981232285499573
"Okay, now let's see if this ""rally"" last through 10:30am ET? $TSLA",NEGATIVE,0.9985526204109192
"$TSLA $QQQ Call swings from the bottom 

Execute cleverly, scale and trim.",NEGATIVE,0.7785295844078064
"Premarket plan 

$SPX setting up for a run to 3750 if it breaks above 3700 today. Possible we see SPX pull back if it can't hold near 3700

$TSLA setting up for a move near 296-300 if it breaks out above 285 today

$QQQ above 280 can move to 285-289. Calls can work above 280",NEGATIVE,0.998950719833374
It’s time $TSLA,NEGATIVE,0.9771162867546082
"Today’s news puts the “Tesla China demand is collapsing” narrative to rest

- Sep 19-25 registrations above estimates; on track for 80-85k Sep China deliveries (record)

- targeting 265k Q4 China production (33% above prior record). Even with 7% downtime, above estimates

$TSLA",NEGATIVE,0.9995232820510864
Cathie Wood talking on CNBC right now. She's lost her mojo and not sure anyone really listens to her anymore? $TSLA,NEGATIVE,0.9997157454490662
Pls  below if you’re a $TSLA UberBull,NEGATIVE,0.9970531463623047
$TSLA production cuts are bullish because there are fewer complaining customers,NEGATIVE,0.9990780353546143
"Tesla $TSLA is expecting a “very high volume” of vehicle deliveries during the end of the quarter, and it is asking all employees to help - Electrek",NEGATIVE,0.9546931385993958
370k for Q3 is still possible $TSLA,NEGATIVE,0.985819935798645
"*Tesla to keep output at upgraded Shanghai plant below maximum -sources - Reuters*

GEE, I WONDER WHY.

$TSLA",NEGATIVE,0.9966838955879211
"Markets are due for a bear rally and this double bottom would be a buy opportunity if you have cash on the sidelines. I wouldn't go ""all in"" but you can put money to work now and benefit from the next bear rally. $TSLA",NEGATIVE,0.996563732624054
"$TSLA China surprises everyone 

cc:",POSITIVE,0.9990943670272827
Big bounce back - just what $TSLA needed for a strong Q3!,POSITIVE,0.9994760155677795
"I wouldn’t be trading $TSLA on this Electrek news, as it says nothing about overall 3Q vols other than $TSLA will have its normal qtr-end delivery push.  China insured registrations for 9/19-9/25 should be released this morning pre-mkt.",NEGATIVE,0.9990622401237488
$TSLA management expects another “very high volume” end of quarter delivery push this quarter.,NEGATIVE,0.9990604519844055
I’ll take it. This would be an all time record from Giga Shanghai. That’s what matters.  $TSLA,POSITIVE,0.9995755553245544
"I've been so busy lately with the markets and $TSLA, I haven't had too much time to think about AI Day, but all of a suddenly it's only a few days away, and the excitement has jut kicked in. 

Could be big, might be the understatement of the century.",NEGATIVE,0.9480791091918945
"Tesla's Fremont plant may see record production, deliveries in Q3 Some Tesla analysts predict potential deliveries of about 366,000 units in the third quarter
$TSLA",POSITIVE,0.7049176692962646
"- Tesla AI Day 2 Nears As Elon Musk vs Twitter SAGA Continues

NEW
 
$TSLA",NEGATIVE,0.9418919086456299
"if $TSLA installs 400MW of solar panels in a year that's about 80,000 homes worth?

when will this 100X to 8M homes?  2030?",NEGATIVE,0.9971984624862671
"2020 all-in $TSLA   
2021 all-in $GME  
2022 all-in $LUNC  

In tough times, I went against the grain and won big.",POSITIVE,0.9951410293579102
Guidance needed. Dropped car off this am for minor service. Have app that logs usage. Discovered it was driven 11 separate times totaling over 60 miles. Top speed 93 mph on city streets in downtown Santa Monica. Example attached ( of 11) What are my rights? cc,NEGATIVE,0.9947624802589417
Have  — will travel  M3,POSITIVE,0.8963219523429871
"The time is soon 

$TSLA $TWTR",NEGATIVE,0.9983578324317932
"Automaker that frequently struggles to align body panels in their poorly built cars with cheap/missing components will suddenly revolutionize the field of human robotics by having a working humanoid robot, claims area $TSLA cultist.",NEGATIVE,0.9713331460952759
"What if  offered a credit card and similar to an airline credit card, it would give you Supercharging miles. 

$1.00 = 1 Supercharging Mile.

What do you guys think? , is there any plans or thoughts of doing this?",NEGATIVE,0.9984540939331055
"I will have a Tesla AI watch party at my crib on Friday. 

What are your must haves for drinks, food, anything to have at the party?

$TSLA",NEGATIVE,0.9893691539764404
Waiting for Tesla AI day to see the Tesla Bot makes you feel like a kid waiting for Christmas all over again. $TSLA,NEGATIVE,0.993040919303894
"1,426 gigawatt-hours of solar energy in California and 1,876 gigawatt-hours of solar in Texas were wasted in 2021 due to curtailment in response to low power demand.

There is a 3TWh+ opportunity for battery storage there $TSLA",NEGATIVE,0.9991071820259094
"If you think Elon is just going to make the Tesla Bot walk on stage and simply give a presentation about the robot, really don’t know Elon. 

He likes to do things very differently and will probably showcase something that hasn’t ever been shown before. 

$TSLA",POSITIVE,0.7530543804168701
"Official Tesla Gift Merchandise from China. 

Limited edition Tesla Bottle Opener: 1 in 50,000 worldwide.

Auctioning now on here: best offer will get this!",POSITIVE,0.993290901184082
"Watchlist for 9/27/22

 $SPY 
Calls Over 369/371
Puts Under 363
 $TSLA
Calls Over 280
Puts Under 270
 $META
Calls Over 139
Puts Under 135
 $AAPL
C &gt; 152
P &lt; 148

 Be ready Tomorrow, YOU DONT WANT TO MISS WHAT I HAVE STORED 

LETS BANK + LEARN",NEGATIVE,0.9967679977416992
"I feel like  has mistaken our patience for greed and that’s why they are so hostile to long-term order holders.
When I placed my Model X order 500 days ago, it cost $108k. Since then I’ve waited patiently to be assigned a car. Now the cost to order my configuration is $142k",NEGATIVE,0.9988588094711304
"4 years ago today I picked up my dream car. I drove home 100 miles in complete awe. Now, 4 years later, I input a destination into navigation and SHE drives me w/minimal intervention. I'm STILL in awe of this car!     Thx for a fun car!",POSITIVE,0.9997097849845886
"$TSLA Since 2019, legacy auto has made up for sinking unit sales by increasing ASPs by $10,000 and lowering incentives by $5,000. That’s a 40% margin trick (!), but it’s temporary: ICE sales will continue to sink, and legacy auto can no longer increase prices or lower incentives:",NEGATIVE,0.9992157220840454
"Don’t misrepresent my position. Tesla Full Self-Driving Beta is incredible technology, the best software ever created. Dan O’Dowd is a moron and an asshole and is probably committing tax fraud by abusing a non-profit to inure private benefit to his software company.",POSITIVE,0.9953784942626953
I sold my Porsche Cayenne Turbo and bought a $TSLA Model Y Performance.  I loved my Porsche but frankly never missed it. The Model Y Perf is an amazing machine.,POSITIVE,0.9998243451118469
"Investing is like swimming, sometimes the tide is with you, sometimes it's against you, but if you keep swimming long enough, you will get ahead. 

The question is can $TSLA actually swim faster than the tide?",POSITIVE,0.9963328838348389
"HOW TO TRADE $SPY , $SPX , $QQQ , $TSLA (70+ PAGES ) ALL FREE IN “MONEYMOTIVE UNIVERSITY”",NEGATIVE,0.9973948001861572
$TSLA Define success for AI Day 2022:,POSITIVE,0.9993379712104797
"Took 4 trips across the city today on FSD beta 10.69.2.2 and it is so incredibly amazing, works so smooth. Have to stop &amp; thank    + all the AI team",POSITIVE,0.9997968077659607
"Just like how it’s funny today when someone says Amazon is a “book” company, it will be funny in the future when people say Tesla is a “car” company. $TSLA",POSITIVE,0.985805332660675
This is the future I want to be living in.  $TSLA,POSITIVE,0.9978309273719788
This Friday is the “iPhone” moment for human robotics. $TSLA,POSITIVE,0.6324172616004944
"Elon this week is probably locked in the lab w/ Tesla Bot and the team, getting ready for Friday. 

It would be very cool if Elon took a photo/video and gave the Tesla community a sneak peak. 

 can you show us a peak?

 

$TSLA",NEGATIVE,0.9839693307876587
"I’m looking for React Native, iOS, Android, and Godot developers to join my team in Palo Alto, CA or Austin, TX to help build the  app for Solar, Powerwall, and our Vehicles. Hiring all levels. Let’s shape the future of sustainable energy together!",POSITIVE,0.9973865151405334
"Tesla ASPs will likely resume its long-term decline after a brief upswing over the past year. 

High prices are not in Tesla's LT vision, and I don't think $55K ASPs will work at &gt;1.5M vols in a recession. FSD isn't ready to permanently change cost economics just yet.

$TSLA",NEGATIVE,0.9992398023605347
"If I had to guess, the fraud at the upcoming $tsla AI Day will be so extreme as to require its own chapter in the eventual Tesla books",NEGATIVE,0.999110758304596
"If both Elon and Parag trying to reschedule depos until next week as  is suggesting, then it’s likely not about the hearing tomorrow. Parag’s depo is just not that important. $tsla $twtr",NEGATIVE,0.9997803568840027
I don’t agree with  take on this. Tomorrow’s hearing likely not nearly as important to Elon as AI Day 2 and qtr-end delivs at TSLA. Could imply a settlement is being negotiated but could also be just a very busy week for $TSLA and . Something had to give.,NEGATIVE,0.9994034767150879
Area $TSLA cultist who would take a bullet for  and can't stop talking about him finds it hard to date women. More at 9.,NEGATIVE,0.9980120658874512
My brokerage team calls me telling me I'm too concentrated in Tesla. $TSLA,NEGATIVE,0.9996401071548462
Tesla has patented their Auto labeling system $TSLA,NEGATIVE,0.9719569683074951
"This Friday, analysts, enthusiasts, academia, Wall Street, and all existing/potential investors will understand why Tesla should be re-valued as a robotics, AI, software, fully integrated hardware, manufacturing company, rather than a “car” company.

TESLA AI DAY. 

$TSLA",NEGATIVE,0.9854704141616821
"I had my first ride in a $RIVN over the weekend (Launch Edition R1S). Three takeaways: 1. Rivian is going to survive and thrive. 2. Compared to the Model Y it feels a lot bigger. 3. Traditional auto needs to reinvent like $TSLA &amp; $RIVN, not swap a gas powertrain for electric.",POSITIVE,0.9990839958190918
"$TSLA hanging on in this bloody market. 

Staying long and strong.",POSITIVE,0.9873690009117126
"The ""Tesla is losing market share"" crowd try and create FUD with irrelevant EV shr data while ignoring THIS. 

This is the *MOST* appropriate comparison for Tesla in the U.S. and in any market.

$TSLA",NEGATIVE,0.9996956586837769
"That 10-year is climbing higher and higher by the minute. It's insane. Never seen anything like it. It's out of control and Powell should resign. He was way behind the curve and is now to far ahead of the curve. And where is Yellen, hiding? $TSLA",NEGATIVE,0.9975426197052002
"One of these is not like the other. $TSLA the only one of top 10 US luxury auto brands to show YoY growth so far in 2022.  $TSLA YTD +55%, next 9 luxury brands YTD -20%.",NEGATIVE,0.9623277187347412
This $AMC play is turning into a $TSLA play for sure.,NEGATIVE,0.9924293160438538
Waited for 2 months. Took delivery on 25 Sep $TSLA,NEGATIVE,0.995535135269165
"Some have asked why  and  ""lives rent free in my head"". Weird question.

If you are observing the biggest financial fraud of human history while it being performed, it really isn't weird to pay attention.

What is really weird are those trying to distract.

$TSLAQ",NEGATIVE,0.9985129237174988
$TSLA Semi electric trucks spotted being shipped around ahead of deliveries,NEGATIVE,0.9968493580818176
"So here we have FrUD suggesting Tesla is close to shipping NEW Tesla Semi Trucks based on the same 4-year prototype on the back a diesel rig. Check out the USDOT number: 2298288



$TSLA $TSLAQ",NEGATIVE,0.9985815286636353
From  the agenda for tomorrow’s $TWTR vs Musk hearing in Wilmington Delaware.  The hearing starts at 1:30pm ET. Elon’s deposition is today and tomorrow and maybe Wed. $tsla,NEGATIVE,0.9884698390960693
"Well, that rally was fun while it lasted. $TSLA",POSITIVE,0.9995719790458679
Several Tesla $TSLA Semi electric trucks have been spotted being shipped around the country ahead of the long-awaited start of deliveries - Electrek,NEGATIVE,0.5139034986495972
"Elon is the single biggest threat to the oil industries of the world. 

He is right now the biggest asset the US has and I hope his security and his well being is TOP priority. 

$TSLA",POSITIVE,0.9967660903930664
Anyone more bullish on $TSLA than me?,NEGATIVE,0.9986041188240051
"Just went across city of Austin from coffee shop directly to work, zero disengagement, if I had ordered a dedicated Tesla Robotaxi would’ve been a 100% smooth experience  FSD beta 10.69.2.2",NEGATIVE,0.9948537945747375
Happy Monday to my amazing $TWTR $TSLA community friends.,POSITIVE,0.9998025298118591
"If you were looking for just a quick Rob Maurer-style review of my expectations for Q3 deliveries and the $TSLA income statement I’m forecasting, this is the 6-minute video for you.

Part 27 is now public!",NEGATIVE,0.9862788319587708
"Premarket plan 

If $SPX can reclaim 3700 possible to see a move to 3721,3750. SPX under 3645 can drop another 100 points this week

$AMD setting up for a move to 59 if it breaks under 64. Puts can work as long as it stays under 71

$TSLA to 255 possible if it breaks under 268",NEGATIVE,0.9978426694869995
"$TSLA could come out tomorrow and say they found a cure for cancer. However, if the MM's have the options stacked to the downside, it wouldn't matter. They'd still find a way to take the stock lower. That is the nature of being in Tesla. All options manipulation for big money.",NEGATIVE,0.9994841814041138
$TSLA now down $43 or $130 pre-split in 3 days. One of the worst performers in all NASDAQ.,NEGATIVE,0.9997921586036682
Super excited-Tesla AI day will be one of the greatest well remembered day in $TSLA history.,POSITIVE,0.9998214840888977
$TSLA wants to fill that gap to $266 and retest that low on 9/1 and 9/6. Would be a short-term double/triple bottom (perhaps).,NEGATIVE,0.9996596574783325
I am headed out on vacation again this Friday and will return Monday October 10th. I have been way to attached to markets this past year and these more frequent trips have definitely helped. I'll always check in here and there but won't be fixed to the screen/news all day. $TSLA,POSITIVE,0.9921453595161438
"It’s always been the case that the only people saying bad things about  are those being incentivised to do so: corrupt journalists, people with short positions, paid actors. Ironically, people who pay $10s-100,000s to own a Tesla have nothing but great things to say ‍",POSITIVE,0.9945778846740723
"This week is FUD week. 

They will want your shares on the low. 

Ignored the FUD. 

$TSLA",NEGATIVE,0.9995038509368896
"Remember, Tesla AI day (Friday) is a recruiting day for the best talent around the world to work at Tesla to build one of the toughest products: Tesla Bot.

O yea, and Wall Street probably won’t get it. 

$TSLA",NEGATIVE,0.9921998381614685
I am against any $TSLA share backs until Tesla would assemble a ludicrous pile of cash. The reason is to increase the probability Tesla will achieve its vision regardless of any force majeures.,NEGATIVE,0.9585347175598145
And there go the futures once again. $TSLA,NEGATIVE,0.5401106476783752
"A little more insight of Tesla China deliveries. It’s hot 
$TSLA",NEGATIVE,0.9870729446411133
"- So, This Is Kinda Awkward But… It WON’T Fit…

NEW
 
$TSLA",NEGATIVE,0.9997639060020447
"Tesla $TSLA
TTM Operating Income vs Stock Price",NEGATIVE,0.9777380228042603
"Tesla AI day Friday, end-of-quarter push, production &amp; deliveries this weekend most likely... this week is going to be eventful for sure. $TSLA",POSITIVE,0.998985230922699
"Members Exclusive:

The most accurate technical analyst YTD   highlights the importance of $AAPL $150 + There nothing different here, it's playing EXACTLY as it did in the .com bust + Charts $SPY $QQQ $IWM $DXY $IWM $GDX $TLT $TSLA $BTC $EQT",POSITIVE,0.9884318709373474
The main companies I see actually doing shit and making an impact in our lives for the better of humanity are Tesla &amp; SpaceX. $TSLA,NEGATIVE,0.9569066166877747
Is  going to squeeze sometime this week because I really feel like buying a bad ass  from !,NEGATIVE,0.977695882320404
$TSLA Giga Shanghai Q3 expecting 80-90k. And the main reason why wait time is now 1-4 weeks or 1-8 weeks because there are lots of scalper who booked earlier and resell it a the large profits. Now these scalper delayed delivery is quite serious.,NEGATIVE,0.7939551472663879
"All charts posted for the weekend. I hope they were helpful!

If you haven't watched the weekend video update, make sure to check it out below. 

Watch here:


Reviewed: 
$ES_F
$NQ_F
$IWM
 
$TSLA
$AAPL
$NVDA
$MSFT
$ENPH",NEGATIVE,0.9947397112846375
"4 years ago today I picked up our 2018 Model 3 Performance. 

99,090 miles later this beauty is better than the day I picked it up thanks to OTA software updates and upgraded hardware (HW3).

Been in the  program since Oct 2020. 

Thank you  and",POSITIVE,0.9971752166748047
"Closed at 11.82 up a buck per and has lots of room if panic ensues 

I try to give as much game out as possible 

$Uvxy / $Drv swings 

DRV 36-57+ 

Uvxy 10.65-11.82 

$Fdx last week .60-2.00* 

$Tsla 295p 10x 

I do what I can ….and all for _____",NEGATIVE,0.996903121471405
"Totally bearish for any carmaker deriving 70% of their profits from China. 

$TSLA",NEGATIVE,0.9213348031044006
"Excellent perspective. I completely agree, and conclude Robotaxi is not for tomorrow. But in the meantime, $TSLA is improving at a high pace FSD level 2-3 driving assistance. It is awesome to use, and a highly differentiating for passenger car. This has a lot of value today.",POSITIVE,0.9997442364692688
"Some of the biggest  supporters and fans don’t own a Tesla.  

How amazing is that?!?!",POSITIVE,0.9994062185287476
How are you feeling about the stock market this week? Specifically about $tsla ?,NEGATIVE,0.9954336285591125
"“Our new PT is $350 based on strong EV demand and robust margins”

“Our new PT is $380 based on strong EV demand and robust margins”

“Our new PT is $400 based on…”

“$420…”

“$450…”

“$480…”

“$500…”

“$520…”

“$550…”

“Please pay attention to us”

$TSLA",POSITIVE,0.8951786160469055
"Serious question. Do you think some analysts w/PTs around $300 are intentionally employing a self-interested “stay in the news” strategy, expecting $TSLA to soar &amp; planning regular incremental PT increases to stay relevant? Or do they really expect Tesla goes nowhere for a year?",NEGATIVE,0.9987238049507141
Who’s ready for some blood this week? $TSLA,NEGATIVE,0.9919095635414124
The Plaid garage is complete!,POSITIVE,0.993410050868988
"Busy week ahead:
- Mon-Tue: Elon’s depo by TWTR counsel (not public)
- Tue: China 9/19-9/25 insured registration data
- Tue: DE Chancery Court oral arguments multi issues (130 ET)
- Fri: Aug PCE deflator (+0.1%E MoM +0.5%E Core)
- Fri: AI Day 2 Palo Alto
- Sun 10/2: $TSLA 3Q vols",NEGATIVE,0.9961633682250977
"My $TSLA PT of $550 is unchanged. It assumes a 2026 P/E of 40x on 2026 EPS of $20.80 (=$832), discounted back 3.25 years at 13.6% (4.0% TY, 6% ERP, 1.6x TSLA beta). I assume others figure out what I know within 6-12 mos.",NEGATIVE,0.9975230097770691
"$TSLA catalysts - 9/25
1/ TWTR overhang lifts Oct
2/ TSLA 3Q Vols/EPS Oct
3/ S&amp;P credit upgrade Oct
4/ New gigas (UK, East NA) 4Q
5/ TSLA $10B buyback Dec
6/ FSD beta release 4Q
7/ Cytruck launch mid-FY’23
8/ $30K EV Launch mid-FY’24
$550 PT 6-12 mo",NEGATIVE,0.994224488735199
"$TSLA - Above 273 - Trade Idea  - Sept 30 280C 

Closed at 275.33

Let's see if TSLA can bottom near 273 and set up for a bounce to 285 this week

Puts can work under 273/268
-
$AAPL $ARKK $AMD $AMZN $BA $META $MSFT $NFLX $NIO $ES_F $NVDA $QQQ $MDB $SPX $SPY $TGT $TSLA $ZM",NEGATIVE,0.9986492991447449
Reuters reports that Tesla plans to construct a battery-grade lithium hydroxide refining operation in either Texas or in Louisiana $TSLA,NEGATIVE,0.9932727813720703
"Warren Buffett, the 4th richest American (worth $100 Billion) recommends investing in an S&amp;P 500 Index Fund

Over 20% of the S&amp;P 500 is made up of 5 stocks: 

7.3% Apple $AAPL
5.7% Microsoft $MSFT
3.6% Google $GOOG $GOOGL
3.3% Amazon $AMZN
2.5% Tesla $TSLA

Let’s discuss each:",NEGATIVE,0.9796623587608337
"EVs are expensive, I get it, and some can't afford. But for those that can...buying an ICE vehicle now, today, in Sept 2022 - will go down as a terrible financial decision. ICE market value will collapse in the coming 3-4 yrs. Earlier if $TSLA solves FSD earlier.",NEGATIVE,0.999669075012207
"Can’t I just eat my Chinese food in peace
$SPY $QQQ $TSLA $AAPL",NEGATIVE,0.9917234778404236
"As I prepare for tonight's show, I'm looking at some charts. Idk about you but the weekly and monthly charts are screaming ALL IN! shorts in $AAPL and $TSLA , the last charts standing.",NEGATIVE,0.9980565905570984
